Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
F1,06/02/2022,12:00,Lorient,Lens,2,0,H
F1,06/02/2022,14:00,Nice,Clermont,0,1,A
F1,06/02/2022,14:00,Reims,Bordeaux,5,0,H
F1,06/02/2022,14:00,Strasbourg,Nantes,1,0,H
F1,06/02/2022,14:00,Troyes,Metz,0,0,D
F1,06/02/2022,16:00,Rennes,Brest,2,0,H
F1,06/02/2022,19:45,Lille,Paris SG,1,5,A
F1,11/02/2022,20:00,Paris SG,Rennes,1,0,H
F1,12/02/2022,16:00,Montpellier,Lille,0,1,A
F1,12/02/2022,20:00,Lyon,Nice,2,0,H
F1,13/02/2022,12:00,Monaco,Lorient,0,0,D
F1,13/02/2022,14:00,Angers,Strasbourg,0,1,A
F1,13/02/2022,14:00,Brest,Troyes,5,1,H
F1,13/02/2022,14:00,Clermont,St Etienne,1,2,A
F1,13/02/2022,14:00,Nantes,Reims,1,0,H
F1,13/02/2022,16:05,Lens,Bordeaux,3,2,H
F1,13/02/2022,19:45,Metz,Marseille,1,2,A
F1,18/02/2022,20:00,Lille,Metz,0,0,D
F1,19/02/2022,16:00,Lens,Lyon,1,1,D
F1,19/02/2022,20:00,Nantes,Paris SG,3,1,H
F1,20/02/2022,12:00,Nice,Angers,1,0,H
F1,20/02/2022,14:00,Lorient,Montpellier,0,1,A
F1,20/02/2022,14:00,Reims,Brest,1,1,D
F1,20/02/2022,14:00,Rennes,Troyes,4,1,H
F1,20/02/2022,14:00,St Etienne,Strasbourg,2,2,D
F1,20/02/2022,16:05,Bordeaux,Monaco,1,1,D
F1,20/02/2022,19:45,Marseille,Clermont,0,2,A
F1,25/02/2022,20:00,Montpellier,Rennes,2,4,A
F1,26/02/2022,16:00,Strasbourg,Nice,0,0,D
F1,26/02/2022,20:00,Paris SG,St Etienne,3,1,H
F1,27/02/2022,12:00,Monaco,Reims,1,2,A
F1,27/02/2022,14:00,Angers,Lens,1,2,A
F1,27/02/2022,14:00,Brest,Lorient,0,1,A
F1,27/02/2022,14:00,Clermont,Bordeaux,1,1,D
F1,27/02/2022,14:00,Metz,Nantes,0,0,D
F1,27/02/2022,16:05,Troyes,Marseille,1,1,D
F1,27/02/2022,19:45,Lyon,Lille,0,1,A
F1,04/03/2022,20:00,Lorient,Lyon,1,4,A
F1,05/03/2022,16:00,Lens,Brest,0,1,A
F1,05/03/2022,20:00,Nice,Paris SG,1,0,H
F1,06/03/2022,12:00,St Etienne,Metz,1,0,H
F1,06/03/2022,14:00,Bordeaux,Troyes,0,2,A
F1,06/03/2022,14:00,Nantes,Montpellier,2,0,H
F1,06/03/2022,14:00,Reims,Strasbourg,1,1,D
F1,06/03/2022,14:00,Rennes,Angers,2,0,H
F1,06/03/2022,16:05,Lille,Clermont,4,0,H
F1,06/03/2022,19:45,Marseille,Monaco,0,1,A
F1,11/03/2022,20:00,Lille,St Etienne,0,0,D
F1,12/03/2022,16:00,Montpellier,Nice,0,0,D
F1,12/03/2022,20:00,Troyes,Nantes,1,0,H
F1,13/03/2022,12:00,Paris SG,Bordeaux,3,0,H
F1,13/03/2022,14:00,Angers,Reims,0,1,A
F1,13/03/2022,14:00,Clermont,Lorient,0,2,A
F1,13/03/2022,14:00,Metz,Lens,0,0,D
F1,13/03/2022,14:00,Strasbourg,Monaco,1,0,H
F1,13/03/2022,16:05,Lyon,Rennes,2,4,A
F1,13/03/2022,19:45,Brest,Marseille,1,4,A
F1,18/03/2022,20:00,St Etienne,Troyes,1,1,D
F1,19/03/2022,16:00,Lens,Clermont,3,1,H
F1,19/03/2022,20:00,Nantes,Lille,0,1,A
F1,20/03/2022,12:00,Monaco,Paris SG,3,0,H
F1,20/03/2022,14:00,Angers,Brest,1,0,H
F1,20/03/2022,14:00,Bordeaux,Montpellier,0,2,A
F1,20/03/2022,14:00,Lorient,Strasbourg,0,0,D
F1,20/03/2022,14:00,Rennes,Metz,6,1,H
F1,20/03/2022,16:05,Reims,Lyon,0,0,D
F1,20/03/2022,19:45,Marseille,Nice,2,1,H
F1,02/04/2022,16:00,Nice,Rennes,1,1,D
F1,02/04/2022,18:00,Lille,Bordeaux,0,0,D
F1,03/04/2022,12:00,Strasbourg,Lens,1,0,H
F1,03/04/2022,14:00,Clermont,Nantes,2,3,A
F1,03/04/2022,14:00,Metz,Monaco,1,2,A
F1,03/04/2022,14:00,Montpellier,Brest,1,2,A
F1,03/04/2022,14:00,St Etienne,Marseille,2,4,A
F1,03/04/2022,14:00,Troyes,Reims,1,0,H
F1,03/04/2022,16:05,Lyon,Angers,3,2,H
F1,03/04/2022,19:45,Paris SG,Lorient,5,1,H
F1,08/04/2022,20:00,Lorient,St Etienne,6,2,H
F1,09/04/2022,16:00,Reims,Rennes,2,3,A
F1,09/04/2022,20:00,Clermont,Paris SG,1,6,A
F1,10/04/2022,12:00,Bordeaux,Metz,3,1,H
F1,10/04/2022,14:00,Angers,Lille,1,1,D
F1,10/04/2022,14:00,Brest,Nantes,1,1,D
F1,10/04/2022,14:00,Monaco,Troyes,2,1,H
F1,10/04/2022,16:05,Lens,Nice,3,0,H
F1,10/04/2022,18:00,Strasbourg,Lyon,1,1,D
F1,10/04/2022,20:00,Marseille,Montpellier,2,0,H
F1,15/04/2022,20:00,Rennes,Monaco,2,3,A
F1,16/04/2022,16:00,St Etienne,Brest,2,1,H
F1,16/04/2022,20:00,Lille,Lens,1,2,A
F1,17/04/2022,12:00,Nice,Lorient,2,1,H
F1,17/04/2022,14:00,Metz,Clermont,1,1,D
F1,17/04/2022,14:00,Montpellier,Reims,0,0,D
F1,17/04/2022,14:00,Nantes,Angers,1,1,D
F1,17/04/2022,14:00,Troyes,Strasbourg,1,1,D
F1,17/04/2022,16:05,Lyon,Bordeaux,6,1,H
F1,17/04/2022,19:45,Paris SG,Marseille,2,1,H
F1,20/04/2022,18:00,Bordeaux,St Etienne,2,2,D
F1,20/04/2022,18:00,Lorient,Metz,1,0,H
F1,20/04/2022,18:00,Monaco,Nice,1,0,H
F1,20/04/2022,18:00,Reims,Lille,2,1,H
F1,20/04/2022,18:00,Troyes,Clermont,0,1,A
F1,20/04/2022,20:00,Angers,Paris SG,0,3,A
F1,20/04/2022,20:00,Brest,Lyon,2,1,H
F1,20/04/2022,20:00,Lens,Montpellier,2,0,H
F1,20/04/2022,20:00,Marseille,Nantes,3,2,H
F1,20/04/2022,20:00,Strasbourg,Rennes,2,1,H
F1,23/04/2022,16:00,Lyon,Montpellier,5,2,H
F1,23/04/2022,18:00,St Etienne,Monaco,1,4,A
F1,23/04/2022,20:00,Paris SG,Lens,1,1,D
F1,24/04/2022,12:00,Rennes,Lorient,5,0,H
F1,24/04/2022,14:00,Clermont,Angers,2,2,D
F1,24/04/2022,14:00,Metz,Brest,0,1,A
F1,24/04/2022,14:00,Nantes,Bordeaux,5,3,H
F1,24/04/2022,14:00,Nice,Troyes,1,0,H
F1,24/04/2022,16:05,Lille,Strasbourg,1,0,H
F1,24/04/2022,19:45,Reims,Marseille,0,1,A
F1,29/04/2022,20:00,Strasbourg,Paris SG,3,3,D
F1,30/04/2022,16:00,Lens,Nantes,2,2,D
F1,30/04/2022,20:00,Rennes,St Etienne,2,0,H
F1,01/05/2022,12:00,Troyes,Lille,3,0,H
F1,01/05/2022,14:00,Brest,Clermont,2,0,H
F1,01/05/2022,14:00,Lorient,Reims,1,2,A
F1,01/05/2022,14:00,Monaco,Angers,2,0,H
F1,01/05/2022,14:00,Montpellier,Metz,2,2,D
F1,01/05/2022,16:05,Bordeaux,Nice,0,1,A
F1,01/05/2022,19:45,Marseille,Lyon,0,3,A
F1,06/05/2022,20:00,Lille,Monaco,1,2,A
F1,07/05/2022,16:00,Brest,Strasbourg,0,1,A
F1,08/05/2022,12:00,Metz,Lyon,3,2,H
F1,08/05/2022,14:00,Angers,Bordeaux,4,1,H
F1,08/05/2022,14:00,Clermont,Montpellier,2,1,H
F1,08/05/2022,14:00,Reims,Lens,1,2,A
F1,08/05/2022,16:05,Lorient,Marseille,0,3,A
F1,08/05/2022,19:45,Paris SG,Troyes,2,2,D
F1,11/05/2022,18:00,Nice,St Etienne,4,2,H
F1,11/05/2022,20:00,Nantes,Rennes,2,1,H
F1,14/05/2022,20:00,Bordeaux,Lorient,0,0,D
F1,14/05/2022,20:00,Lyon,Nantes,3,2,H
F1,14/05/2022,20:00,Metz,Angers,1,0,H
F1,14/05/2022,20:00,Monaco,Brest,4,2,H
F1,14/05/2022,20:00,Montpellier,Paris SG,0,4,A
F1,14/05/2022,20:00,Nice,Lille,1,3,A
F1,14/05/2022,20:00,Rennes,Marseille,2,0,H
F1,14/05/2022,20:00,St Etienne,Reims,1,2,A
F1,14/05/2022,20:00,Strasbourg,Clermont,1,0,H
F1,14/05/2022,20:00,Troyes,Lens,1,3,A
F1,21/05/2022,20:00,Angers,Montpellier,2,0,H
F1,21/05/2022,20:00,Brest,Bordeaux,2,4,A
F1,21/05/2022,20:00,Clermont,Lyon,1,2,A
F1,21/05/2022,20:00,Lens,Monaco,2,2,D
F1,21/05/2022,20:00,Lille,Rennes,2,2,D
F1,21/05/2022,20:00,Lorient,Troyes,1,1,D
F1,21/05/2022,20:00,Marseille,Strasbourg,4,0,H
F1,21/05/2022,20:00,Nantes,St Etienne,1,1,D
F1,21/05/2022,20:00,Paris SG,Metz,5,0,H
F1,21/05/2022,20:00,Reims,Nice,2,3,A
